dataset,stage,class,count,proportion
sleep_edf_sc,BEFORE,N1,157,0.00037834880868322567
sleep_edf_sc,BEFORE,N2,416,0.001002503849759375
sleep_edf_sc,BEFORE,N3,27,6.506635563342098e-05
sleep_edf_sc,BEFORE,REM,133,0.00032051204812018477
sleep_edf_sc,BEFORE,Wake,1963,0.004730565041052051
sleep_edf_sc,BEFORE,N1,190,0.0004578743544574068
sleep_edf_sc,BEFORE,N2,402,0.0009687657394309345
sleep_edf_sc,BEFORE,N3,2,4.819730046920072e-06
sleep_edf_sc,BEFORE,REM,193,0.00046510394952778693
sleep_edf_sc,BEFORE,Wake,1966,0.004737794636122431
sleep_edf_sc,BEFORE,N1,78,0.0001879694718298828
sleep_edf_sc,BEFORE,N2,493,0.0011880634565657978
sleep_edf_sc,BEFORE,N3,42,0.00010121433098532152
sleep_edf_sc,BEFORE,REM,191,0.0004602842194808669
sleep_edf_sc,BEFORE,Wake,1776,0.004279920281665024
sleep_edf_sc,BEFORE,N1,409,0.0009856347945951546
sleep_edf_sc,BEFORE,N2,398,0.0009591262793370943
sleep_edf_sc,BEFORE,N3,3,7.229595070380108e-06
sleep_edf_sc,BEFORE,REM,126,0.00030364299295596454
sleep_edf_sc,BEFORE,Wake,2022,0.004872747077436193
sleep_edf_sc,BEFORE,N1,179,0.0004313658391993464
sleep_edf_sc,BEFORE,N2,435,0.0010482912852051156
sleep_edf_sc,BEFORE,N3,2,4.819730046920072e-06
sleep_edf_sc,BEFORE,REM,112,0.00026990488262752403
sleep_edf_sc,BEFORE,Wake,2060,0.004964321948327674
sleep_edf_sc,BEFORE,N1,89,0.0002144779870879432
sleep_edf_sc,BEFORE,N2,530,0.0012772284624338191
sleep_edf_sc,BEFORE,N3,11,2.6508515258060395e-05
sleep_edf_sc,BEFORE,REM,84,0.00020242866197064304
sleep_edf_sc,BEFORE,Wake,1748,0.004212444061008143
sleep_edf_sc,BEFORE,N1,124,0.00029882326290904445
sleep_edf_sc,BEFORE,N2,465,0.0011205872359089167
sleep_edf_sc,BEFORE,N3,85,0.00020483852699410305
sleep_edf_sc,BEFORE,REM,180,0.0004337757042228065
sleep_edf_sc,BEFORE,Wake,1863,0.004489578538706047
sleep_edf_sc,BEFORE,N1,147,0.0003542501584486253
sleep_edf_sc,BEFORE,N2,543,0.0013085567077387996
sleep_edf_sc,BEFORE,N3,21,5.060716549266076e-05
sleep_edf_sc,BEFORE,REM,170,0.0004096770539882061
sleep_edf_sc,BEFORE,Wake,1843,0.004441381238236846
sleep_edf_sc,BEFORE,N1,199,0.00047956313966854714
sleep_edf_sc,BEFORE,N2,557,0.00134229481806724
sleep_edf_sc,BEFORE,N3,5,1.204932511730018e-05
sleep_edf_sc,BEFORE,REM,135,0.00032533177816710486
sleep_edf_sc,BEFORE,Wake,1813,0.004369085287533045
sleep_edf_sc,BEFORE,N1,208,0.0005012519248796875
sleep_edf_sc,BEFORE,N2,461,0.0011109477758150766
sleep_edf_sc,BEFORE,N3,78,0.0001879694718298828
sleep_edf_sc,BEFORE,REM,120,0.00028918380281520433
sleep_edf_sc,BEFORE,Wake,2039,0.004913714782835013
sleep_edf_sc,BEFORE,N1,91,0.00021929771713486326
sleep_edf_sc,BEFORE,N2,487,0.0011736042664250376
sleep_edf_sc,BEFORE,N3,48,0.00011567352112608173
sleep_edf_sc,BEFORE,REM,107,0.00025785555751022384
sleep_edf_sc,BEFORE,Wake,2054,0.004949862758186914
sleep_edf_sc,BEFORE,N1,115,0.00027713447769790413
sleep_edf_sc,BEFORE,N2,395,0.0009518966842667142
sleep_edf_sc,BEFORE,N3,1,2.409865023460036e-06
sleep_edf_sc,BEFORE,REM,245,0.0005904169307477088
sleep_edf_sc,BEFORE,Wake,1746,0.004207624330961223
sleep_edf_sc,BEFORE,N1,521,0.0012555396772226787
sleep_edf_sc,BEFORE,N2,272,0.0006554832863811297
sleep_edf_sc,BEFORE,N3,50,0.0001204932511730018
sleep_edf_sc,BEFORE,REM,113,0.00027231474765098405
sleep_edf_sc,BEFORE,Wake,1935,0.0046630888203951695
sleep_edf_sc,BEFORE,N1,365,0.0008796007335629131
sleep_edf_sc,BEFORE,N2,335,0.0008073047828591121
sleep_edf_sc,BEFORE,N3,28,6.747622065688101e-05
sleep_edf_sc,BEFORE,REM,137,0.00033015150821402494
sleep_edf_sc,BEFORE,Wake,1887,0.004547415299269088
sleep_edf_sc,BEFORE,N1,186,0.0004482348943635667
sleep_edf_sc,BEFORE,N2,513,0.0012362607570349984
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,250,0.000602466255865009
sleep_edf_sc,BEFORE,Wake,1953,0.004706466390817451
sleep_edf_sc,BEFORE,N1,104,0.00025062596243984373
sleep_edf_sc,BEFORE,N2,569,0.0013712131983487604
sleep_edf_sc,BEFORE,N3,29,6.988608568034104e-05
sleep_edf_sc,BEFORE,REM,218,0.0005253505751142878
sleep_edf_sc,BEFORE,Wake,1837,0.004426922048096086
sleep_edf_sc,BEFORE,N1,152,0.00036629948356592547
sleep_edf_sc,BEFORE,N2,578,0.0013929019835599008
sleep_edf_sc,BEFORE,N3,10,2.409865023460036e-05
sleep_edf_sc,BEFORE,REM,161,0.0003879882687770658
sleep_edf_sc,BEFORE,Wake,1804,0.004347396502321905
sleep_edf_sc,BEFORE,N1,195,0.000469923679574707
sleep_edf_sc,BEFORE,N2,543,0.0013085567077387996
sleep_edf_sc,BEFORE,N3,6,1.4459190140760216e-05
sleep_edf_sc,BEFORE,REM,86,0.0002072483920175631
sleep_edf_sc,BEFORE,Wake,1842,0.004438971373213386
sleep_edf_sc,BEFORE,N1,199,0.00047956313966854714
sleep_edf_sc,BEFORE,N2,363,0.0008747810035159931
sleep_edf_sc,BEFORE,N3,157,0.00037834880868322567
sleep_edf_sc,BEFORE,REM,258,0.0006217451760526893
sleep_edf_sc,BEFORE,Wake,1313,0.0031641527758030272
sleep_edf_sc,BEFORE,N1,194,0.000467513814551247
sleep_edf_sc,BEFORE,N2,277,0.00066753261149843
sleep_edf_sc,BEFORE,N3,101,0.00024339636736946362
sleep_edf_sc,BEFORE,REM,155,0.0003735290786363056
sleep_edf_sc,BEFORE,Wake,1982,0.004776352476497791
sleep_edf_sc,BEFORE,N1,38,9.157487089148137e-05
sleep_edf_sc,BEFORE,N2,252,0.0006072859859119291
sleep_edf_sc,BEFORE,N3,288,0.0006940411267564903
sleep_edf_sc,BEFORE,REM,170,0.0004096770539882061
sleep_edf_sc,BEFORE,Wake,1868,0.004501627863823347
sleep_edf_sc,BEFORE,N1,223,0.000537399900231588
sleep_edf_sc,BEFORE,N2,264,0.0006362043661934495
sleep_edf_sc,BEFORE,N3,196,0.00047233354459816704
sleep_edf_sc,BEFORE,REM,249,0.000600056390841549
sleep_edf_sc,BEFORE,Wake,1707,0.004113639595046282
sleep_edf_sc,BEFORE,N1,123,0.00029641339788558443
sleep_edf_sc,BEFORE,N2,276,0.0006651227464749699
sleep_edf_sc,BEFORE,N3,139,0.000334971238260945
sleep_edf_sc,BEFORE,REM,399,0.0009615361443605544
sleep_edf_sc,BEFORE,Wake,1876,0.004520906784011028
sleep_edf_sc,BEFORE,N1,96,0.00023134704225216346
sleep_edf_sc,BEFORE,N2,479,0.0011543253462373572
sleep_edf_sc,BEFORE,N3,65,0.00015664122652490233
sleep_edf_sc,BEFORE,REM,214,0.0005157111150204477
sleep_edf_sc,BEFORE,Wake,1499,0.003612387670166594
sleep_edf_sc,BEFORE,N1,276,0.0006651227464749699
sleep_edf_sc,BEFORE,N2,745,0.0017953494424777269
sleep_edf_sc,BEFORE,N3,14,3.3738110328440504e-05
sleep_edf_sc,BEFORE,REM,78,0.0001879694718298828
sleep_edf_sc,BEFORE,Wake,1959,0.00472092558095821
sleep_edf_sc,BEFORE,N1,347,0.0008362231631406325
sleep_edf_sc,BEFORE,N2,431,0.0010386518251112756
sleep_edf_sc,BEFORE,N3,4,9.639460093840145e-06
sleep_edf_sc,BEFORE,REM,115,0.00027713447769790413
sleep_edf_sc,BEFORE,Wake,1987,0.0047884018016150914
sleep_edf_sc,BEFORE,N1,131,0.00031569231807326473
sleep_edf_sc,BEFORE,N2,481,0.0011591450762842774
sleep_edf_sc,BEFORE,N3,39,9.39847359149414e-05
sleep_edf_sc,BEFORE,REM,120,0.00028918380281520433
sleep_edf_sc,BEFORE,Wake,1965,0.004735384771098971
sleep_edf_sc,BEFORE,N1,157,0.00037834880868322567
sleep_edf_sc,BEFORE,N2,558,0.0013447046830907
sleep_edf_sc,BEFORE,N3,28,6.747622065688101e-05
sleep_edf_sc,BEFORE,REM,140,0.00033738110328440505
sleep_edf_sc,BEFORE,Wake,2041,0.0049185345128819336
sleep_edf_sc,BEFORE,N1,179,0.0004313658391993464
sleep_edf_sc,BEFORE,N2,382,0.0009205684389617338
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,78,0.0001879694718298828
sleep_edf_sc,BEFORE,Wake,1902,0.004583563274620989
sleep_edf_sc,BEFORE,N1,243,0.0005855972007007888
sleep_edf_sc,BEFORE,N2,518,0.0012483100821522987
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,127,0.00030605285797942456
sleep_edf_sc,BEFORE,Wake,1640,0.003952178638474459
sleep_edf_sc,BEFORE,N1,100,0.0002409865023460036
sleep_edf_sc,BEFORE,N2,821,0.0019784991842606895
sleep_edf_sc,BEFORE,N3,140,0.00033738110328440505
sleep_edf_sc,BEFORE,REM,159,0.0003831685387301457
sleep_edf_sc,BEFORE,Wake,1774,0.004275100551618104
sleep_edf_sc,BEFORE,N1,204,0.0004916124647858474
sleep_edf_sc,BEFORE,N2,463,0.0011157675058619968
sleep_edf_sc,BEFORE,N3,186,0.0004482348943635667
sleep_edf_sc,BEFORE,REM,211,0.0005084815199500676
sleep_edf_sc,BEFORE,Wake,1717,0.004137738245280882
sleep_edf_sc,BEFORE,N1,375,0.0009036993837975135
sleep_edf_sc,BEFORE,N2,422,0.0010169630399001351
sleep_edf_sc,BEFORE,N3,40,9.639460093840144e-05
sleep_edf_sc,BEFORE,REM,110,0.00026508515258060394
sleep_edf_sc,BEFORE,Wake,1843,0.004441381238236846
sleep_edf_sc,BEFORE,N1,235,0.0005663182805131084
sleep_edf_sc,BEFORE,N2,414,0.000997684119712455
sleep_edf_sc,BEFORE,N3,78,0.0001879694718298828
sleep_edf_sc,BEFORE,REM,250,0.000602466255865009
sleep_edf_sc,BEFORE,Wake,1751,0.004219673656078523
sleep_edf_sc,BEFORE,N1,356,0.0008579119483517728
sleep_edf_sc,BEFORE,N2,507,0.0012218015668942382
sleep_edf_sc,BEFORE,N3,17,4.096770539882061e-05
sleep_edf_sc,BEFORE,REM,149,0.00035906988849554537
sleep_edf_sc,BEFORE,Wake,1904,0.004588383004667908
sleep_edf_sc,BEFORE,N1,213,0.0005133012499969877
sleep_edf_sc,BEFORE,N2,339,0.0008169442429529522
sleep_edf_sc,BEFORE,N3,29,6.988608568034104e-05
sleep_edf_sc,BEFORE,REM,95,0.0002289371772287034
sleep_edf_sc,BEFORE,Wake,1698,0.004091950809835141
sleep_edf_sc,BEFORE,N1,143,0.00034461069835478516
sleep_edf_sc,BEFORE,N2,698,0.001682085786375105
sleep_edf_sc,BEFORE,N3,35,8.434527582110126e-05
sleep_edf_sc,BEFORE,REM,105,0.0002530358274633038
sleep_edf_sc,BEFORE,Wake,1816,0.004376314882603425
sleep_edf_sc,BEFORE,N1,233,0.0005614985504661884
sleep_edf_sc,BEFORE,N2,444,0.001069980070416256
sleep_edf_sc,BEFORE,N3,33,7.952554577418119e-05
sleep_edf_sc,BEFORE,REM,98,0.00023616677229908352
sleep_edf_sc,BEFORE,Wake,1769,0.004263051226500804
sleep_edf_sc,BEFORE,N1,234,0.0005639084154896484
sleep_edf_sc,BEFORE,N2,605,0.0014579683391933217
sleep_edf_sc,BEFORE,N3,4,9.639460093840145e-06
sleep_edf_sc,BEFORE,REM,118,0.00028436407276828424
sleep_edf_sc,BEFORE,Wake,2009,0.004841418832131212
sleep_edf_sc,BEFORE,N1,230,0.0005542689553958083
sleep_edf_sc,BEFORE,N2,446,0.001074799800463176
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,135,0.00032533177816710486
sleep_edf_sc,BEFORE,Wake,1568,0.0037786683567853363
sleep_edf_sc,BEFORE,N1,259,0.0006241550410761494
sleep_edf_sc,BEFORE,N2,341,0.0008217639729998723
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,174,0.0004193165140820463
sleep_edf_sc,BEFORE,Wake,1926,0.00464140003518403
sleep_edf_sc,BEFORE,N1,240,0.0005783676056304087
sleep_edf_sc,BEFORE,N2,444,0.001069980070416256
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,136,0.0003277416431905649
sleep_edf_sc,BEFORE,Wake,1953,0.004706466390817451
sleep_edf_sc,BEFORE,N1,222,0.000534990035208128
sleep_edf_sc,BEFORE,N2,470,0.0011326365610262168
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,135,0.00032533177816710486
sleep_edf_sc,BEFORE,Wake,1550,0.003735290786363056
sleep_edf_sc,BEFORE,N1,470,0.0011326365610262168
sleep_edf_sc,BEFORE,N2,363,0.0008747810035159931
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,136,0.0003277416431905649
sleep_edf_sc,BEFORE,Wake,1708,0.004116049460069741
sleep_edf_sc,BEFORE,N1,158,0.0003807586737066857
sleep_edf_sc,BEFORE,N2,610,0.001470017664310622
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,213,0.0005133012499969877
sleep_edf_sc,BEFORE,Wake,1895,0.004566694219456768
sleep_edf_sc,BEFORE,N1,207,0.0004988420598562275
sleep_edf_sc,BEFORE,N2,340,0.0008193541079764122
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,208,0.0005012519248796875
sleep_edf_sc,BEFORE,Wake,2064,0.004973961408421514
sleep_edf_sc,BEFORE,N1,102,0.0002458062323929237
sleep_edf_sc,BEFORE,N2,467,0.0011254069659558368
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,47,0.0001132636561026217
sleep_edf_sc,BEFORE,Wake,1799,0.004335347177204605
sleep_edf_sc,BEFORE,N1,143,0.00034461069835478516
sleep_edf_sc,BEFORE,N2,436,0.0010507011502285757
sleep_edf_sc,BEFORE,N3,20,4.819730046920072e-05
sleep_edf_sc,BEFORE,REM,72,0.00017351028168912259
sleep_edf_sc,BEFORE,Wake,1996,0.004810090586826232
sleep_edf_sc,BEFORE,N1,127,0.00030605285797942456
sleep_edf_sc,BEFORE,N2,425,0.0010241926349705153
sleep_edf_sc,BEFORE,N3,27,6.506635563342098e-05
sleep_edf_sc,BEFORE,REM,35,8.434527582110126e-05
sleep_edf_sc,BEFORE,Wake,1839,0.004431741778143006
sleep_edf_sc,BEFORE,N1,161,0.0003879882687770658
sleep_edf_sc,BEFORE,N2,268,0.0006458438262872897
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,394,0.0009494868192432542
sleep_edf_sc,BEFORE,Wake,1833,0.004417282588002246
sleep_edf_sc,BEFORE,N1,348,0.0008386330281640926
sleep_edf_sc,BEFORE,N2,461,0.0011109477758150766
sleep_edf_sc,BEFORE,N3,5,1.204932511730018e-05
sleep_edf_sc,BEFORE,REM,109,0.0002626752875571439
sleep_edf_sc,BEFORE,Wake,1671,0.00402688445420172
sleep_edf_sc,BEFORE,N1,111,0.000267495017604064
sleep_edf_sc,BEFORE,N2,240,0.0005783676056304087
sleep_edf_sc,BEFORE,N3,87,0.00020965825704102314
sleep_edf_sc,BEFORE,REM,133,0.00032051204812018477
sleep_edf_sc,BEFORE,Wake,1821,0.004388364207720726
sleep_edf_sc,BEFORE,N1,203,0.0004892025997623873
sleep_edf_sc,BEFORE,N2,595,0.0014338696889587214
sleep_edf_sc,BEFORE,N3,13,3.1328245304980466e-05
sleep_edf_sc,BEFORE,REM,142,0.00034220083333132514
sleep_edf_sc,BEFORE,Wake,1923,0.0046341704401136495
sleep_edf_sc,BEFORE,N1,204,0.0004916124647858474
sleep_edf_sc,BEFORE,N2,541,0.0013037369776918795
sleep_edf_sc,BEFORE,N3,6,1.4459190140760216e-05
sleep_edf_sc,BEFORE,REM,136,0.0003277416431905649
sleep_edf_sc,BEFORE,Wake,1469,0.0035400917194627927
sleep_edf_sc,BEFORE,N1,88,0.00021206812206448316
sleep_edf_sc,BEFORE,N2,528,0.001272408732386899
sleep_edf_sc,BEFORE,N3,121,0.00029159366783866435
sleep_edf_sc,BEFORE,REM,196,0.00047233354459816704
sleep_edf_sc,BEFORE,Wake,1689,0.004070262024624001
sleep_edf_sc,BEFORE,N1,138,0.00033256137323748496
sleep_edf_sc,BEFORE,N2,347,0.0008362231631406325
sleep_edf_sc,BEFORE,N3,102,0.0002458062323929237
sleep_edf_sc,BEFORE,REM,138,0.00033256137323748496
sleep_edf_sc,BEFORE,Wake,1858,0.004477529213588747
sleep_edf_sc,BEFORE,N1,66,0.00015905109154836238
sleep_edf_sc,BEFORE,N2,407,0.0009808150645482347
sleep_edf_sc,BEFORE,N3,162,0.0003903981338005258
sleep_edf_sc,BEFORE,REM,228,0.0005494492253488882
sleep_edf_sc,BEFORE,Wake,1954,0.00470887625584091
sleep_edf_sc,BEFORE,N1,121,0.00029159366783866435
sleep_edf_sc,BEFORE,N2,400,0.0009639460093840144
sleep_edf_sc,BEFORE,N3,156,0.0003759389436597656
sleep_edf_sc,BEFORE,REM,179,0.0004313658391993464
