dataset,recording_path,url,range_supported,content_range,signal_count,labels,physical_dimensions,sampling_hz,samples_per_record,records,record_duration_s,duration_s,edf_plus,patient_header_redacted,header_bytes_inspected,status
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7121J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7121J0-PSG.edf,TRUE,bytes 0-1535/25585536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3120,10.0,31200.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7122J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7122J0-PSG.edf,TRUE,bytes 0-1535/24888536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3035,10.0,30350.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7131J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7131J0-PSG.edf,TRUE,bytes 0-1535/22682736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2766,10.0,27660.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7132J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7132J0-PSG.edf,TRUE,bytes 0-1535/22125136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2698,10.0,26980.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7141J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7141J0-PSG.edf,TRUE,bytes 0-1535/22641736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2761,10.0,27610.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7142J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7142J0-PSG.edf,TRUE,bytes 0-1535/22559736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2751,10.0,27510.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7151J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7151J0-PSG.edf,TRUE,bytes 0-1535/31579736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3851,10.0,38510.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7152J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7152J0-PSG.edf,TRUE,bytes 0-1535/26446536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3225,10.0,32250.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7161J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7161J0-PSG.edf,TRUE,bytes 0-1535/27307536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3330,10.0,33300.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7162J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7162J0-PSG.edf,TRUE,bytes 0-1535/24634336,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3004,10.0,30040.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7171J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7171J0-PSG.edf,TRUE,bytes 0-1535/23724136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2893,10.0,28930.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7172J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7172J0-PSG.edf,TRUE,bytes 0-1535/24765536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3020,10.0,30200.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7181J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7181J0-PSG.edf,TRUE,bytes 0-1535/25323136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3088,10.0,30880.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7182J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7182J0-PSG.edf,TRUE,bytes 0-1535/27832336,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3394,10.0,33940.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7191J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7191J0-PSG.edf,TRUE,bytes 0-1535/27709336,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3379,10.0,33790.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7192J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7192J0-PSG.edf,TRUE,bytes 0-1535/26979536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3290,10.0,32900.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7201J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7201J0-PSG.edf,TRUE,bytes 0-1535/23879936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2912,10.0,29120.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7202J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7202J0-PSG.edf,TRUE,bytes 0-1535/24601536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3000,10.0,30000.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7211J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7211J0-PSG.edf,TRUE,bytes 0-1535/26544936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3237,10.0,32370.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7212J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7212J0-PSG.edf,TRUE,bytes 0-1535/25929936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3162,10.0,31620.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7221J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7221J0-PSG.edf,TRUE,bytes 0-1535/27028736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3296,10.0,32960.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7222J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7222J0-PSG.edf,TRUE,bytes 0-1535/23568336,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2874,10.0,28740.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7241J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7241J0-PSG.edf,TRUE,bytes 0-1535/26741736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3261,10.0,32610.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7242J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7242J0-PSG.edf,TRUE,bytes 0-1535/24175136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2948,10.0,29480.0,False,TRUE,1536,VERIFIED
